,datetime,energy_price,battery_charge,household_demand,solar_produced
0,1570939260.0,0.0,0.0,0.0086666666666666,0.0
1,1570939320.0,0.0,0.0,0.0086666666666666,0.0
2,1570939380.0,0.0,0.0,0.0086666666666666,0.0
3,1570939440.0,0.0,0.0,0.0086666666666666,0.0
4,1570939500.0,0.0,0.0,0.0086666666666666,0.0
5,1570939560.0,0.0,0.0,0.0086666666666666,0.0
6,1570939620.0,0.0,0.0,0.0086666666666666,0.0
7,1570939680.0,0.0,0.0,0.0086666666666666,0.0
8,1570939740.0,0.0,0.0,0.0086666666666666,0.0
9,1570939800.0,0.0,0.0,0.0086666666666666,0.0
10,1570939860.0,0.0,0.0,0.0086666666666666,0.0
11,1570939920.0,0.0,0.0,0.0086666666666666,0.0
12,1570939980.0,0.0,0.0,0.0086666666666666,0.0
13,1570940040.0,0.0,0.0,0.0086666666666666,0.0
14,1570940100.0,0.0,0.0,0.0086666666666666,0.0
15,1570940160.0,0.0,0.0,0.0086666666666666,0.0
16,1570940220.0,0.0,0.0,0.0086666666666666,0.0
17,1570940280.0,0.0,0.0,0.0086666666666666,0.0
18,1570940340.0,0.0,0.0,0.0086666666666666,0.0
19,1570940400.0,0.0,0.0,0.0086666666666666,0.0
20,1570940460.0,0.0,0.0,0.0086666666666666,0.0
21,1570940520.0,0.0,0.0,0.0086666666666666,0.0
22,1570940580.0,0.0,0.0,0.0086666666666666,0.0
23,1570940640.0,0.0,0.0,0.0086666666666666,0.0
24,1570940700.0,0.0,0.0,0.0086666666666666,0.0
25,1570940760.0,0.0,0.0,0.0086666666666666,0.0
26,1570940820.0,0.0,0.0,0.0086666666666666,0.0
27,1570940880.0,0.0,0.0,0.0086666666666666,0.0
28,1570940940.0,0.0,0.0,0.0086666666666666,0.0
29,1570941000.0,0.0,0.0,0.0086666666666666,0.0
30,1570941060.0,0.0,0.0,0.0086666666666666,0.0
31,1570941120.0,0.0,0.0,0.0086666666666666,0.0
32,1570941180.0,0.0,0.0,0.0086666666666666,0.0
33,1570941240.0,0.0,0.0,0.0086666666666666,0.0
34,1570941300.0,0.0,0.0,0.0086666666666666,0.0
35,1570941360.0,0.0,0.0,0.0086666666666666,0.0
36,1570941420.0,0.0,0.0,0.0086666666666666,0.0
37,1570941480.0,0.0,0.0,0.0086666666666666,0.0
38,1570941540.0,0.0,0.0,0.0086666666666666,0.0
39,1570941600.0,0.0,0.0,0.0086666666666666,0.0
40,1570941660.0,0.0,0.0,0.0086666666666666,0.0
41,1570941720.0,0.0,0.0,0.0086666666666666,0.0
42,1570941780.0,0.0,0.0,0.0086666666666666,0.0
43,1570941840.0,0.0,0.0,0.0086666666666666,0.0
44,1570941900.0,0.0,0.0,0.0086666666666666,0.0
45,1570941960.0,0.0,0.0,0.0086666666666666,0.0
46,1570942020.0,0.0,0.0,0.0086666666666666,0.0
47,1570942080.0,0.0,0.0,0.0086666666666666,0.0
48,1570942140.0,0.0,0.0,0.0086666666666666,0.0
49,1570942200.0,0.0,0.0,0.0086666666666666,0.0
50,1570942260.0,0.0,0.0,0.0086666666666666,0.0
51,1570942320.0,0.0,0.0,0.0086666666666666,0.0
52,1570942380.0,0.0,0.0,0.0086666666666666,0.0
53,1570942440.0,0.0,0.0,0.0086666666666666,0.0
54,1570942500.0,0.0,0.0,0.0086666666666666,0.0
55,1570942560.0,0.0,0.0,0.0086666666666666,0.0
56,1570942620.0,0.0,0.0,0.0086666666666666,0.0
57,1570942680.0,0.0,0.0,0.0086666666666666,0.0
58,1570942740.0,0.0,0.0,0.0086666666666666,0.0
59,1570942800.0,0.0,0.0,0.0075,0.0
60,1570942860.0,0.0,0.0,0.0075,0.0
61,1570942920.0,0.0,0.0,0.0075,0.0
62,1570942980.0,0.0,0.0,0.0075,0.0
63,1570943040.0,0.0,0.0,0.0075,0.0
64,1570943100.0,0.0,0.0,0.0075,0.0
65,1570943160.0,0.0,0.0,0.0075,0.0
66,1570943220.0,0.0,0.0,0.0075,0.0
67,1570943280.0,0.0,0.0,0.0075,0.0
68,1570943340.0,0.0,0.0,0.0075,0.0
69,1570943400.0,0.0,0.0,0.0075,0.0
70,1570943460.0,0.0,0.0,0.0075,0.0
71,1570943520.0,0.0,0.0,0.0075,0.0
72,1570943580.0,0.0,0.0,0.0075,0.0
73,1570943640.0,0.0,0.0,0.0075,0.0
74,1570943700.0,0.0,0.0,0.0075,0.0
75,1570943760.0,0.0,0.0,0.0075,0.0
76,1570943820.0,0.0,0.0,0.0075,0.0
77,1570943880.0,0.0,0.0,0.0075,0.0
78,1570943940.0,0.0,0.0,0.0075,0.0
79,1570944000.0,0.0,0.0,0.0075,0.0
80,1570944060.0,0.0,0.0,0.0075,0.0
81,1570944120.0,0.0,0.0,0.0075,0.0
82,1570944180.0,0.0,0.0,0.0075,0.0
83,1570944240.0,0.0,0.0,0.0075,0.0
84,1570944300.0,0.0,0.0,0.0075,0.0
85,1570944360.0,0.0,0.0,0.0075,0.0
86,1570944420.0,0.0,0.0,0.0075,0.0
87,1570944480.0,0.0,0.0,0.0075,0.0
88,1570944540.0,0.0,0.0,0.0075,0.0
89,1570944600.0,0.0,0.0,0.0075,0.0
90,1570944660.0,0.0,0.0,0.0075,0.0
91,1570944720.0,0.0,0.0,0.0075,0.0
92,1570944780.0,0.0,0.0,0.0075,0.0
93,1570944840.0,0.0,0.0,0.0075,0.0
94,1570944900.0,0.0,0.0,0.0075,0.0
95,1570944960.0,0.0,0.0,0.0075,0.0
96,1570945020.0,0.0,0.0,0.0075,0.0
97,1570945080.0,0.0,0.0,0.0075,0.0
98,1570945140.0,0.0,0.0,0.0075,0.0
99,1570945200.0,0.0,0.0,0.0075,0.0
100,1570945260.0,0.0,0.0,0.0075,0.0
101,1570945320.0,0.0,0.0,0.0075,0.0
102,1570945380.0,0.0,0.0,0.0075,0.0
103,1570945440.0,0.0,0.0,0.0075,0.0
104,1570945500.0,0.0,0.0,0.0075,0.0
105,1570945560.0,0.0,0.0,0.0075,0.0
106,1570945620.0,0.0,0.0,0.0075,0.0
107,1570945680.0,0.0,0.0,0.0075,0.0
108,1570945740.0,0.0,0.0,0.0075,0.0
109,1570945800.0,0.0,0.0,0.0075,0.0
110,1570945860.0,0.0,0.0,0.0075,0.0
111,1570945920.0,0.0,0.0,0.0075,0.0
112,1570945980.0,0.0,0.0,0.0075,0.0
113,1570946040.0,0.0,0.0,0.0075,0.0
114,1570946100.0,0.0,0.0,0.0075,0.0
115,1570946160.0,0.0,0.0,0.0075,0.0
116,1570946220.0,0.0,0.0,0.0075,0.0
117,1570946280.0,0.0,0.0,0.0075,0.0
118,1570946340.0,0.0,0.0,0.0075,0.0
119,1570946400.0,0.0,0.0,0.0071666666666666,0.0
120,1570946460.0,0.0,0.0,0.0071666666666666,0.0
121,1570946520.0,0.0,0.0,0.0071666666666666,0.0
122,1570946580.0,0.0,0.0,0.0071666666666666,0.0
123,1570946640.0,0.0,0.0,0.0071666666666666,0.0
124,1570946700.0,0.0,0.0,0.0071666666666666,0.0
125,1570946760.0,0.0,0.0,0.0071666666666666,0.0
126,1570946820.0,0.0,0.0,0.0071666666666666,0.0
127,1570946880.0,0.0,0.0,0.0071666666666666,0.0
128,1570946940.0,0.0,0.0,0.0071666666666666,0.0
129,1570947000.0,0.008264999999999998,0.0,0.0071666666666666,0.0
130,1570947060.0,0.02204,0.0,0.0071666666666666,0.0
131,1570947120.0,0.041324999999999994,0.0,0.0071666666666666,0.0
132,1570947180.0,0.04958999999999999,0.0,0.0071666666666666,0.0
133,1570947240.0,0.05509999999999999,0.0,0.0071666666666666,0.0
134,1570947300.0,0.05785499999999999,0.0,0.0071666666666666,0.0
135,1570947360.0,0.06336499999999999,0.0,0.0071666666666666,0.0
136,1570947420.0,0.07812798130621806,0.0,0.0071666666666666,0.0
137,1570947480.0,0.07812798130621806,0.0,0.0071666666666666,0.0
138,1570947540.0,0.07812798130621806,0.0,0.0071666666666666,0.0
139,1570947600.0,0.08170688024556724,0.0,0.0071666666666666,0.0
140,1570947660.0,0.08170688024556724,0.0,0.0071666666666666,0.0
141,1570947720.0,0.08264999999999999,0.0,0.0071666666666666,0.0
142,1570947780.0,0.08264999999999999,0.0,0.0071666666666666,0.0
143,1570947840.0,0.08540499999999998,0.0,0.0071666666666666,0.0
144,1570947900.0,0.09367,0.0,0.0071666666666666,0.0
145,1570947960.0,0.10744499999999997,0.0,0.0071666666666666,0.0
146,1570948020.0,0.12121999999999993,0.0,0.0071666666666666,0.0
147,1570948080.0,0.12397499999999993,0.0,0.0071666666666666,0.0
148,1570948140.0,0.1267299999999999,0.0,0.0071666666666666,0.0
149,1570948200.0,0.14325999999999992,0.0,0.0071666666666666,0.0
150,1570948260.0,0.14876999999999993,0.0,0.0071666666666666,0.0
151,1570948320.0,0.16529999999999986,0.0,0.0071666666666666,0.0
152,1570948380.0,0.16529999999999986,0.0,0.0071666666666666,0.0
153,1570948440.0,0.16529999999999986,0.0,0.0071666666666666,0.0
154,1570948500.0,0.16529999999999986,0.0,0.0071666666666666,0.0
155,1570948560.0,0.16529999999999986,0.0,0.0071666666666666,0.0
156,1570948620.0,0.17080999999999988,0.0,0.0071666666666666,0.0
157,1570948680.0,0.17356499999999989,0.0,0.0071666666666666,0.0
158,1570948740.0,0.17907499999999987,0.0,0.0071666666666666,0.0
159,1570948800.0,0.18182999999999985,0.0,0.0071666666666666,0.0
160,1570948860.0,0.19560499999999986,0.0,0.0071666666666666,0.0
161,1570948920.0,0.20937999999999993,0.0,0.0071666666666666,0.0
162,1570948980.0,0.21213499999999988,0.0,0.0071666666666666,0.0
163,1570949040.0,0.22315499999999988,0.0,0.0071666666666666,0.0
164,1570949100.0,0.24794999999999986,0.0,0.0071666666666666,0.0
165,1570949160.0,0.24794999999999986,0.0,0.0071666666666666,0.0
166,1570949220.0,0.24794999999999986,0.0,0.0071666666666666,0.0
167,1570949280.0,0.24794999999999986,0.0,0.0071666666666666,0.0
168,1570949340.0,0.24794999999999986,0.0,0.0071666666666666,0.0
169,1570949400.0,0.24794999999999986,0.0,0.0071666666666666,0.0
170,1570949460.0,0.24794999999999986,0.0,0.0071666666666666,0.0
171,1570949520.0,0.25070499999999984,0.0,0.0071666666666666,0.0
172,1570949580.0,0.2644799999999998,0.0,0.0071666666666666,0.0
173,1570949640.0,0.27825499999999986,0.0,0.0071666666666666,0.0
174,1570949700.0,0.2837649999999998,0.0,0.0071666666666666,0.0
175,1570949760.0,0.29272310342793306,0.0,0.0071666666666666,0.0
176,1570949820.0,0.29474922567983014,0.0,0.0071666666666666,0.0
177,1570949880.0,0.3121827503097931,0.0,0.0071666666666666,0.0
178,1570949940.0,0.3140212267328442,0.0,0.0071666666666666,0.0
179,1570950000.0,0.3176409615981281,0.0,0.0063333333333333,0.0
180,1570950060.0,0.31764043761924166,0.0,0.0063333333333333,0.0
181,1570950120.0,0.31764043761924166,0.0,0.0063333333333333,0.0
182,1570950180.0,0.317638029023162,0.0,0.0063333333333333,0.0
183,1570950240.0,0.31762931080354034,0.0,0.0063333333333333,0.0
184,1570950300.0,0.31762931080354034,0.0,0.0063333333333333,0.0
185,1570950360.0,0.31762931080354034,0.0,0.0063333333333333,0.0
186,1570950420.0,0.317628033014269,0.0,0.0063333333333333,0.0
187,1570950480.0,0.3176345316033624,0.0,0.0063333333333333,0.0
188,1570950540.0,0.3636599999999997,0.0,0.0063333333333333,0.0
189,1570950600.0,0.3664149999999997,0.0,0.0063333333333333,0.0
190,1570950660.0,0.3856999999999997,0.0,0.0063333333333333,0.0
191,1570950720.0,0.3884549999999997,0.0,0.0063333333333333,0.0
192,1570950780.0,0.39120999999999967,0.0,0.0063333333333333,0.0
193,1570950840.0,0.39396499999999973,0.0,0.0063333333333333,0.0
194,1570950900.0,0.3979809751360585,0.0,0.0063333333333333,0.0
195,1570950960.0,0.40080204318953583,0.0,0.0063333333333333,0.0
196,1570951020.0,0.40080204318953583,0.0,0.0063333333333333,0.0
197,1570951080.0,0.40096768554103607,0.0,0.0063333333333333,0.0
198,1570951140.0,0.40096768554103607,0.0,0.0063333333333333,0.0
199,1570951200.0,0.40154574353074196,0.0,0.0063333333333333,0.0
200,1570951260.0,0.40154574353074196,0.0,0.0063333333333333,0.0
201,1570951320.0,0.40154574353074196,0.0,0.0063333333333333,0.0
202,1570951380.0,0.40206660490314744,0.0,0.0063333333333333,0.0
203,1570951440.0,0.40206660490314744,0.0,0.0063333333333333,0.0
204,1570951500.0,0.40271444074982055,0.0,0.0063333333333333,0.0
205,1570951560.0,0.4019357050052135,0.0,0.0063333333333333,0.0
206,1570951620.0,0.4019357050052135,0.0,0.0063333333333333,0.0
207,1570951680.0,0.40255623625249,0.0,0.0063333333333333,0.0
208,1570951740.0,0.4033176926891447,0.0,0.0063333333333333,0.0
209,1570951800.0,0.40420780433180653,0.0,0.0063333333333333,0.0
210,1570951860.0,0.4049826307728972,0.0,0.0063333333333333,0.0
211,1570951920.0,0.4049826307728972,0.0,0.0063333333333333,0.0
212,1570951980.0,0.4054533003455589,0.0,0.0063333333333333,0.0
213,1570952040.0,0.4054533003455589,0.0,0.0063333333333333,0.0
214,1570952100.0,0.4066336458333331,0.0,0.0063333333333333,0.0
215,1570952160.0,0.4066336458333331,0.0,0.0063333333333333,0.0
216,1570952220.0,0.4066336458333331,0.0,0.0063333333333333,0.0
217,1570952280.0,0.4066336458333331,0.0,0.0063333333333333,0.0
218,1570952340.0,0.4066336458333331,0.0,0.0063333333333333,0.0
219,1570952400.0,0.4066336458333331,0.0,0.0063333333333333,0.0
220,1570952460.0,0.4066336458333331,0.0,0.0063333333333333,0.0
221,1570952520.0,0.4066336458333331,0.0,0.0063333333333333,0.0
222,1570952580.0,0.4066336458333331,0.0,0.0063333333333333,0.0
223,1570952640.0,0.4066336458333331,0.0,0.0063333333333333,0.0
224,1570952700.0,0.4066336458333331,0.0,0.0063333333333333,0.0
225,1570952760.0,0.4066336458333331,0.0,0.0063333333333333,0.0
226,1570952820.0,0.4066336458333331,0.0,0.0063333333333333,0.0
227,1570952880.0,0.4066336458333331,0.0,0.0063333333333333,0.0
228,1570952940.0,0.4066336458333331,0.0,0.0063333333333333,0.0
229,1570953000.0,0.4066336458333331,0.0,0.0063333333333333,0.0
230,1570953060.0,0.4066336458333331,0.0,0.0063333333333333,0.0
231,1570953120.0,0.4066336458333331,0.0,0.0063333333333333,0.0
232,1570953180.0,0.4066336458333331,0.0,0.0063333333333333,0.0
233,1570953240.0,0.4066336458333331,0.0,0.0063333333333333,0.0
234,1570953300.0,0.4066336458333331,0.0,0.0063333333333333,0.0
235,1570953360.0,0.4066336458333331,0.0,0.0063333333333333,0.0
236,1570953420.0,0.4066336458333331,0.0,0.0063333333333333,0.0
237,1570953480.0,0.4066336458333331,0.0,0.0063333333333333,0.0
238,1570953540.0,0.4066336458333331,0.0,0.0063333333333333,0.0
239,1570953600.0,0.4066336458333331,0.0,0.0068333333333333,0.0
240,1570953660.0,0.4066336458333331,0.0,0.0068333333333333,0.0
241,1570953720.0,0.4066336458333331,0.0,0.0068333333333333,0.0
242,1570953780.0,0.4066336458333331,0.0,0.0068333333333333,0.0
243,1570953840.0,0.4066336458333331,0.0,0.0068333333333333,0.0
244,1570953900.0,0.4066336458333331,0.0,0.0068333333333333,0.0
245,1570953960.0,0.4066336458333331,0.0,0.0068333333333333,0.0
246,1570954020.0,0.4066336458333331,0.0,0.0068333333333333,0.0
247,1570954080.0,0.4066336458333331,0.0,0.0068333333333333,0.0
248,1570954140.0,0.4066336458333331,0.0,0.0068333333333333,0.0
249,1570954200.0,0.4066336458333331,0.0,0.0068333333333333,0.0
250,1570954260.0,0.4066336458333331,0.0,0.0068333333333333,0.0
251,1570954320.0,0.4066336458333331,0.0,0.0068333333333333,0.0
252,1570954380.0,0.4066336458333331,0.0,0.0068333333333333,0.0
253,1570954440.0,0.4066336458333331,0.0,0.0068333333333333,0.0
254,1570954500.0,0.4066336458333331,0.0,0.0068333333333333,0.0
255,1570954560.0,0.4066336458333331,0.0,0.0068333333333333,0.0
256,1570954620.0,0.4065424177631576,0.0,0.0068333333333333,0.0
